Node	IntermitentGenerators	Operationalhour	Scenario	Period	GeneratorStochasticAvailabilityRaw
Germany	Hydrorun-of-the-river	143	scenario1	1	0.487461147
Germany	Hydrorun-of-the-river	144	scenario1	1	0.483852462
Denmark	Hydrorun-of-the-river	97	scenario1	1	0.2
Denmark	Hydrorun-of-the-river	98	scenario1	1	0.2
Denmark	Hydrorun-of-the-river	99	scenario1	1	0.2
Denmark	Hydrorun-of-the-river	100	scenario1	1	0.2
Denmark	Hydrorun-of-the-river	101	scenario1	1	0.2
Denmark	Hydrorun-of-the-river	102	scenario1	1	0.2
Denmark	Hydrorun-of-the-river	103	scenario1	1	0.2
Denmark	Hydrorun-of-the-river	104	scenario1	1	0.2
Denmark	Hydrorun-of-the-river	105	scenario1	1	0.2
Denmark	Hydrorun-of-the-river	106	scenario1	1	0.2
Denmark	Hydrorun-of-the-river	107	scenario1	1	0.2
Denmark	Hydrorun-of-the-river	108	scenario1	1	0.2
Denmark	Hydrorun-of-the-river	109	scenario1	1	0.2
Denmark	Hydrorun-of-the-river	110	scenario1	1	0.2
Denmark	Hydrorun-of-the-river	111	scenario1	1	0.2
Denmark	Hydrorun-of-the-river	112	scenario1	1	0.2
Denmark	Hydrorun-of-the-river	113	scenario1	1	0.2
Denmark	Hydrorun-of-the-river	114	scenario1	1	0.2
Denmark	Hydrorun-of-the-river	115	scenario1	1	0.2
Denmark	Hydrorun-of-the-river	116	scenario1	1	0.2
Denmark	Hydrorun-of-the-river	117	scenario1	1	0.2
Denmark	Hydrorun-of-the-river	118	scenario1	1	0.2
Denmark	Hydrorun-of-the-river	119	scenario1	1	0.2
Denmark	Hydrorun-of-the-river	120	scenario1	1	0.2
Denmark	Hydrorun-of-the-river	121	scenario1	1	0.2
Denmark	Hydrorun-of-the-river	122	scenario1	1	0.2
Denmark	Hydrorun-of-the-river	123	scenario1	1	0.2
Denmark	Hydrorun-of-the-river	124	scenario1	1	0.2
Denmark	Hydrorun-of-the-river	125	scenario1	1	0.2
Denmark	Hydrorun-of-the-river	126	scenario1	1	0.2
Denmark	Hydrorun-of-the-river	127	scenario1	1	0.2
Denmark	Hydrorun-of-the-river	128	scenario1	1	0.2
Denmark	Hydrorun-of-the-river	129	scenario1	1	0.2
Denmark	Hydrorun-of-the-river	130	scenario1	1	0.2
Denmark	Hydrorun-of-the-river	131	scenario1	1	0.2
Denmark	Hydrorun-of-the-river	132	scenario1	1	0.2
Denmark	Hydrorun-of-the-river	133	scenario1	1	0.2
Denmark	Hydrorun-of-the-river	134	scenario1	1	0.2
Denmark	Hydrorun-of-the-river	135	scenario1	1	0.2
Denmark	Hydrorun-of-the-river	136	scenario1	1	0.2
Denmark	Hydrorun-of-the-river	137	scenario1	1	0.2
Denmark	Hydrorun-of-the-river	138	scenario1	1	0.2
Denmark	Hydrorun-of-the-river	139	scenario1	1	0.2
Denmark	Hydrorun-of-the-river	140	scenario1	1	0.2
Denmark	Hydrorun-of-the-river	141	scenario1	1	0.2
Denmark	Hydrorun-of-the-river	142	scenario1	1	0.2
Denmark	Hydrorun-of-the-river	143	scenario1	1	0.2
Denmark	Hydrorun-of-the-river	144	scenario1	1	0.2
France	Hydrorun-of-the-river	97	scenario1	1	0.853871722
France	Hydrorun-of-the-river	98	scenario1	1	0.835405638
France	Hydrorun-of-the-river	99	scenario1	1	0.836882925
France	Hydrorun-of-the-river	100	scenario1	1	0.794780254
France	Hydrorun-of-the-river	101	scenario1	1	0.731872461
France	Hydrorun-of-the-river	102	scenario1	1	0.698756617
France	Hydrorun-of-the-river	103	scenario1	1	0.675612458
France	Hydrorun-of-the-river	104	scenario1	1	0.673888957
France	Hydrorun-of-the-river	105	scenario1	1	0.692724363
France	Hydrorun-of-the-river	106	scenario1	1	0.73679675
France	Hydrorun-of-the-river	107	scenario1	1	0.798596578
France	Hydrorun-of-the-river	108	scenario1	1	0.833805244
France	Hydrorun-of-the-river	109	scenario1	1	0.850301613
France	Hydrorun-of-the-river	110	scenario1	1	0.865320694
France	Hydrorun-of-the-river	111	scenario1	1	0.871599163
France	Hydrorun-of-the-river	112	scenario1	1	0.849686077
France	Hydrorun-of-the-river	113	scenario1	1	0.800073864
France	Hydrorun-of-the-river	114	scenario1	1	0.769666379
France	Hydrorun-of-the-river	115	scenario1	1	0.757355657
France	Hydrorun-of-the-river	116	scenario1	1	0.753293118
France	Hydrorun-of-the-river	117	scenario1	1	0.796134433
France	Hydrorun-of-the-river	118	scenario1	1	0.838852641
France	Hydrorun-of-the-river	119	scenario1	1	0.861750585
France	Hydrorun-of-the-river	120	scenario1	1	0.853133079
France	Hydrorun-of-the-river	121	scenario1	1	0.798596578
France	Hydrorun-of-the-river	122	scenario1	1	0.833805244
France	Hydrorun-of-the-river	123	scenario1	1	0.850301613
France	Hydrorun-of-the-river	124	scenario1	1	0.865320694
France	Hydrorun-of-the-river	125	scenario1	1	0.871599163
France	Hydrorun-of-the-river	126	scenario1	1	0.849686077
France	Hydrorun-of-the-river	127	scenario1	1	0.800073864
France	Hydrorun-of-the-river	128	scenario1	1	0.769666379
France	Hydrorun-of-the-river	129	scenario1	1	0.757355657
France	Hydrorun-of-the-river	130	scenario1	1	0.753293118
France	Hydrorun-of-the-river	131	scenario1	1	0.796134433
France	Hydrorun-of-the-river	132	scenario1	1	0.838852641
France	Hydrorun-of-the-river	133	scenario1	1	0.861750585
France	Hydrorun-of-the-river	134	scenario1	1	0.853133079
France	Hydrorun-of-the-river	135	scenario1	1	0.820386557
France	Hydrorun-of-the-river	136	scenario1	1	0.811399729
France	Hydrorun-of-the-river	137	scenario1	1	0.780253601
France	Hydrorun-of-the-river	138	scenario1	1	0.772620953
France	Hydrorun-of-the-river	139	scenario1	1	0.719438631
France	Hydrorun-of-the-river	140	scenario1	1	0.67955189
France	Hydrorun-of-the-river	141	scenario1	1	0.665148344
France	Hydrorun-of-the-river	142	scenario1	1	0.665394559
France	Hydrorun-of-the-river	143	scenario1	1	0.672657885
France	Hydrorun-of-the-river	144	scenario1	1	0.745044934
Germany	Solar	1	scenario2	1	0.152
Germany	Solar	2	scenario2	1	0.134
Germany	Solar	3	scenario2	1	0.086
Germany	Solar	4	scenario2	1	0.026
Germany	Solar	5	scenario2	1	0.0
Germany	Solar	6	scenario2	1	0.0
Germany	Solar	7	scenario2	1	0.0
Germany	Solar	8	scenario2	1	0.0
Germany	Solar	9	scenario2	1	0.0
Germany	Solar	10	scenario2	1	0.0
Germany	Solar	11	scenario2	1	0.0
Germany	Solar	12	scenario2	1	0.0
Germany	Solar	13	scenario2	1	0.0
Germany	Solar	14	scenario2	1	0.0
Germany	Solar	15	scenario2	1	0.0
Germany	Solar	16	scenario2	1	0.0
Germany	Solar	17	scenario2	1	0.0
Germany	Solar	18	scenario2	1	0.0
Germany	Solar	19	scenario2	1	0.0
Germany	Solar	20	scenario2	1	0.0
Germany	Solar	21	scenario2	1	0.004
Germany	Solar	22	scenario2	1	0.026
Germany	Solar	23	scenario2	1	0.051
Germany	Solar	24	scenario2	1	0.067
Denmark	Solar	1	scenario2	1	0.067
Denmark	Solar	2	scenario2	1	0.046
Denmark	Solar	3	scenario2	1	0.019
Denmark	Solar	4	scenario2	1	0.0
Denmark	Solar	5	scenario2	1	0.0
Denmark	Solar	6	scenario2	1	0.0
Denmark	Solar	7	scenario2	1	0.0
Denmark	Solar	8	scenario2	1	0.0
Denmark	Solar	9	scenario2	1	0.0
Denmark	Solar	10	scenario2	1	0.0
Denmark	Solar	11	scenario2	1	0.0
Denmark	Solar	12	scenario2	1	0.0
Denmark	Solar	13	scenario2	1	0.0
Denmark	Solar	14	scenario2	1	0.0
Denmark	Solar	15	scenario2	1	0.0
Denmark	Solar	16	scenario2	1	0.0
Denmark	Solar	17	scenario2	1	0.0
Denmark	Solar	18	scenario2	1	0.0
Denmark	Solar	19	scenario2	1	0.0
Denmark	Solar	20	scenario2	1	0.0
Denmark	Solar	21	scenario2	1	0.0
Denmark	Solar	22	scenario2	1	0.022
Denmark	Solar	23	scenario2	1	0.079
Denmark	Solar	24	scenario2	1	0.147
France	Solar	1	scenario2	1	0.336
France	Solar	2	scenario2	1	0.325
France	Solar	3	scenario2	1	0.265
France	Solar	4	scenario2	1	0.173
France	Solar	5	scenario2	1	0.061
France	Solar	6	scenario2	1	0.0
France	Solar	7	scenario2	1	0.0
France	Solar	8	scenario2	1	0.0
France	Solar	9	scenario2	1	0.0
France	Solar	10	scenario2	1	0.0
France	Solar	11	scenario2	1	0.0
France	Solar	12	scenario2	1	0.0
France	Solar	13	scenario2	1	0.0
France	Solar	14	scenario2	1	0.0
France	Solar	15	scenario2	1	0.0
France	Solar	16	scenario2	1	0.0
France	Solar	17	scenario2	1	0.0
France	Solar	18	scenario2	1	0.0
France	Solar	19	scenario2	1	0.0
France	Solar	20	scenario2	1	0.0
France	Solar	21	scenario2	1	0.015
France	Solar	22	scenario2	1	0.105
France	Solar	23	scenario2	1	0.21
France	Solar	24	scenario2	1	0.274
Germany	Windonshore	1	scenario2	1	0.0599
Germany	Windonshore	2	scenario2	1	0.0542
Germany	Windonshore	3	scenario2	1	0.0483
Germany	Windonshore	4	scenario2	1	0.0521
Germany	Windonshore	5	scenario2	1	0.0663
Germany	Windonshore	6	scenario2	1	0.0677
Germany	Windonshore	7	scenario2	1	0.0624
Germany	Windonshore	8	scenario2	1	0.0576
Germany	Windonshore	9	scenario2	1	0.0546
Germany	Windonshore	10	scenario2	1	0.0566
Germany	Windonshore	11	scenario2	1	0.0654
Germany	Windonshore	12	scenario2	1	0.0773
Germany	Windonshore	13	scenario2	1	0.0896
Germany	Windonshore	14	scenario2	1	0.1002
Germany	Windonshore	15	scenario2	1	0.1105
Germany	Windonshore	16	scenario2	1	0.1269
Germany	Windonshore	17	scenario2	1	0.1499
Germany	Windonshore	18	scenario2	1	0.1688
Germany	Windonshore	19	scenario2	1	0.18
Germany	Windonshore	20	scenario2	1	0.1892
Germany	Windonshore	21	scenario2	1	0.1912
Germany	Windonshore	22	scenario2	1	0.2027
Germany	Windonshore	23	scenario2	1	0.2306
Germany	Windonshore	24	scenario2	1	0.2542
Denmark	Windonshore	1	scenario2	1	0.0623
Denmark	Windonshore	2	scenario2	1	0.0762
Denmark	Windonshore	3	scenario2	1	0.0915
Denmark	Windonshore	4	scenario2	1	0.1107
Denmark	Windonshore	5	scenario2	1	0.136
Denmark	Windonshore	6	scenario2	1	0.1537
Denmark	Windonshore	7	scenario2	1	0.1655
Denmark	Windonshore	8	scenario2	1	0.1819
Denmark	Windonshore	9	scenario2	1	0.1994
Denmark	Windonshore	10	scenario2	1	0.2211
Denmark	Windonshore	11	scenario2	1	0.2564
Denmark	Windonshore	12	scenario2	1	0.2959
Denmark	Windonshore	13	scenario2	1	0.3278
Denmark	Windonshore	14	scenario2	1	0.3658
Denmark	Windonshore	15	scenario2	1	0.4009
Denmark	Windonshore	16	scenario2	1	0.4278
Denmark	Windonshore	17	scenario2	1	0.4553
Denmark	Windonshore	18	scenario2	1	0.4883
Denmark	Windonshore	19	scenario2	1	0.5137
Denmark	Windonshore	20	scenario2	1	0.5202
Denmark	Windonshore	21	scenario2	1	0.5416
Denmark	Windonshore	22	scenario2	1	0.5716
Denmark	Windonshore	23	scenario2	1	0.5859
Denmark	Windonshore	24	scenario2	1	0.5964
France	Windonshore	1	scenario2	1	0.1648
France	Windonshore	2	scenario2	1	0.1723
France	Windonshore	3	scenario2	1	0.1795
France	Windonshore	4	scenario2	1	0.1757
France	Windonshore	5	scenario2	1	0.1771
France	Windonshore	6	scenario2	1	0.1971
France	Windonshore	7	scenario2	1	0.2028
France	Windonshore	8	scenario2	1	0.196
France	Windonshore	9	scenario2	1	0.1834
France	Windonshore	10	scenario2	1	0.162
France	Windonshore	11	scenario2	1	0.1385
France	Windonshore	12	scenario2	1	0.1195
France	Windonshore	13	scenario2	1	0.1065
France	Windonshore	14	scenario2	1	0.0995
France	Windonshore	15	scenario2	1	0.0978
France	Windonshore	16	scenario2	1	0.099
France	Windonshore	17	scenario2	1	0.1044
France	Windonshore	18	scenario2	1	0.1147
France	Windonshore	19	scenario2	1	0.1284
France	Windonshore	20	scenario2	1	0.1406
France	Windonshore	21	scenario2	1	0.1527
France	Windonshore	22	scenario2	1	0.1543
France	Windonshore	23	scenario2	1	0.1456
France	Windonshore	24	scenario2	1	0.1386
Germany	Windoffshore	1	scenario2	1	0.0202
Germany	Windoffshore	2	scenario2	1	0.0441
Germany	Windoffshore	3	scenario2	1	0.0651
Germany	Windoffshore	4	scenario2	1	0.0789
Germany	Windoffshore	5	scenario2	1	0.0901
Germany	Windoffshore	6	scenario2	1	0.1051
Germany	Windoffshore	7	scenario2	1	0.1272
Germany	Windoffshore	8	scenario2	1	0.1432
Germany	Windoffshore	9	scenario2	1	0.1446
Germany	Windoffshore	10	scenario2	1	0.1406
Germany	Windoffshore	11	scenario2	1	0.1572
Germany	Windoffshore	12	scenario2	1	0.1979
Germany	Windoffshore	13	scenario2	1	0.2656
Germany	Windoffshore	14	scenario2	1	0.3271
Germany	Windoffshore	15	scenario2	1	0.3849
Germany	Windoffshore	16	scenario2	1	0.4604
Germany	Windoffshore	17	scenario2	1	0.5204
Germany	Windoffshore	18	scenario2	1	0.5414
Germany	Windoffshore	19	scenario2	1	0.5266
Germany	Windoffshore	20	scenario2	1	0.5615
Germany	Windoffshore	21	scenario2	1	0.6073
Germany	Windoffshore	22	scenario2	1	0.6305
Germany	Windoffshore	23	scenario2	1	0.6471
Germany	Windoffshore	24	scenario2	1	0.687
Denmark	Windoffshore	1	scenario2	1	0.0568
Denmark	Windoffshore	2	scenario2	1	0.0811
Denmark	Windoffshore	3	scenario2	1	0.1049
Denmark	Windoffshore	4	scenario2	1	0.1281
Denmark	Windoffshore	5	scenario2	1	0.1581
Denmark	Windoffshore	6	scenario2	1	0.1864
Denmark	Windoffshore	7	scenario2	1	0.2043
Denmark	Windoffshore	8	scenario2	1	0.2167
Denmark	Windoffshore	9	scenario2	1	0.2411
Denmark	Windoffshore	10	scenario2	1	0.2819
Denmark	Windoffshore	11	scenario2	1	0.3341
Denmark	Windoffshore	12	scenario2	1	0.3927
Denmark	Windoffshore	13	scenario2	1	0.4347
Denmark	Windoffshore	14	scenario2	1	0.4673
Denmark	Windoffshore	15	scenario2	1	0.5004
Denmark	Windoffshore	16	scenario2	1	0.5458
Denmark	Windoffshore	17	scenario2	1	0.5721
Denmark	Windoffshore	18	scenario2	1	0.6047
Denmark	Windoffshore	19	scenario2	1	0.6418
Denmark	Windoffshore	20	scenario2	1	0.674
Denmark	Windoffshore	21	scenario2	1	0.6968
Denmark	Windoffshore	22	scenario2	1	0.7037
Denmark	Windoffshore	23	scenario2	1	0.7098
Denmark	Windoffshore	24	scenario2	1	0.7192
France	Windoffshore	1	scenario2	1	0.2726
France	Windoffshore	2	scenario2	1	0.2577
France	Windoffshore	3	scenario2	1	0.2491
France	Windoffshore	4	scenario2	1	0.2408
France	Windoffshore	5	scenario2	1	0.2419
France	Windoffshore	6	scenario2	1	0.309
France	Windoffshore	7	scenario2	1	0.374
France	Windoffshore	8	scenario2	1	0.4464
France	Windoffshore	9	scenario2	1	0.4902
France	Windoffshore	10	scenario2	1	0.5004
France	Windoffshore	11	scenario2	1	0.4873
France	Windoffshore	12	scenario2	1	0.4449
France	Windoffshore	13	scenario2	1	0.3797
France	Windoffshore	14	scenario2	1	0.317
France	Windoffshore	15	scenario2	1	0.2676
France	Windoffshore	16	scenario2	1	0.2279
France	Windoffshore	17	scenario2	1	0.2187
France	Windoffshore	18	scenario2	1	0.2221
France	Windoffshore	19	scenario2	1	0.2142
France	Windoffshore	20	scenario2	1	0.1978
France	Windoffshore	21	scenario2	1	0.1894
France	Windoffshore	22	scenario2	1	0.212
France	Windoffshore	23	scenario2	1	0.2
France	Windoffshore	24	scenario2	1	0.1539
Germany	Hydrorun-of-the-river	1	scenario2	1	0.538222511
Germany	Hydrorun-of-the-river	2	scenario2	1	0.542061371
Germany	Hydrorun-of-the-river	3	scenario2	1	0.540290596
Germany	Hydrorun-of-the-river	4	scenario2	1	0.534381035
Germany	Hydrorun-of-the-river	5	scenario2	1	0.531975535
Germany	Hydrorun-of-the-river	6	scenario2	1	0.523222794
Germany	Hydrorun-of-the-river	7	scenario2	1	0.520330789
Germany	Hydrorun-of-the-river	8	scenario2	1	0.518607094
Germany	Hydrorun-of-the-river	9	scenario2	1	0.517177221
Germany	Hydrorun-of-the-river	10	scenario2	1	0.516344582
Germany	Hydrorun-of-the-river	11	scenario2	1	0.520157286
Germany	Hydrorun-of-the-river	12	scenario2	1	0.521554028
Germany	Hydrorun-of-the-river	13	scenario2	1	0.522332611
Germany	Hydrorun-of-the-river	14	scenario2	1	0.517305387
Germany	Hydrorun-of-the-river	15	scenario2	1	0.515211146
Germany	Hydrorun-of-the-river	16	scenario2	1	0.514422972
Germany	Hydrorun-of-the-river	17	scenario2	1	0.51279344
Germany	Hydrorun-of-the-river	18	scenario2	1	0.513246814
Germany	Hydrorun-of-the-river	19	scenario2	1	0.510335628
Germany	Hydrorun-of-the-river	20	scenario2	1	0.50814025
Germany	Hydrorun-of-the-river	21	scenario2	1	0.504978835
Germany	Hydrorun-of-the-river	22	scenario2	1	0.502537589
Germany	Hydrorun-of-the-river	23	scenario2	1	0.505728647
Germany	Hydrorun-of-the-river	24	scenario2	1	0.500289898
Denmark	Hydrorun-of-the-river	1	scenario2	1	0.284
Denmark	Hydrorun-of-the-river	2	scenario2	1	0.284
Denmark	Hydrorun-of-the-river	3	scenario2	1	0.286
Denmark	Hydrorun-of-the-river	4	scenario2	1	0.28
Denmark	Hydrorun-of-the-river	5	scenario2	1	0.276
Denmark	Hydrorun-of-the-river	6	scenario2	1	0.282
Denmark	Hydrorun-of-the-river	7	scenario2	1	0.282
Denmark	Hydrorun-of-the-river	8	scenario2	1	0.284
Denmark	Hydrorun-of-the-river	9	scenario2	1	0.288
Denmark	Hydrorun-of-the-river	10	scenario2	1	0.288
Denmark	Hydrorun-of-the-river	11	scenario2	1	0.286
Denmark	Hydrorun-of-the-river	12	scenario2	1	0.284
Denmark	Hydrorun-of-the-river	13	scenario2	1	0.282
Denmark	Hydrorun-of-the-river	14	scenario2	1	0.282
Denmark	Hydrorun-of-the-river	15	scenario2	1	0.284
Denmark	Hydrorun-of-the-river	16	scenario2	1	0.282
Denmark	Hydrorun-of-the-river	17	scenario2	1	0.284
Denmark	Hydrorun-of-the-river	18	scenario2	1	0.288
Denmark	Hydrorun-of-the-river	19	scenario2	1	0.29
Denmark	Hydrorun-of-the-river	20	scenario2	1	0.29
Denmark	Hydrorun-of-the-river	21	scenario2	1	0.282
Denmark	Hydrorun-of-the-river	22	scenario2	1	0.284
Denmark	Hydrorun-of-the-river	23	scenario2	1	0.286
Denmark	Hydrorun-of-the-river	24	scenario2	1	0.286
France	Hydrorun-of-the-river	1	scenario2	1	0.555829127
France	Hydrorun-of-the-river	2	scenario2	1	0.50954081
France	Hydrorun-of-the-river	3	scenario2	1	0.473962822
France	Hydrorun-of-the-river	4	scenario2	1	0.460421027
France	Hydrorun-of-the-river	5	scenario2	1	0.47137757
France	Hydrorun-of-the-river	6	scenario2	1	0.500184661
France	Hydrorun-of-the-river	7	scenario2	1	0.568509171
France	Hydrorun-of-the-river	8	scenario2	1	0.59522344
France	Hydrorun-of-the-river	9	scenario2	1	0.567893635
France	Hydrorun-of-the-river	10	scenario2	1	0.515573064
France	Hydrorun-of-the-river	11	scenario2	1	0.485534901
France	Hydrorun-of-the-river	12	scenario2	1	0.452049735
France	Hydrorun-of-the-river	13	scenario2	1	0.447617875
France	Hydrorun-of-the-river	14	scenario2	1	0.402191309
France	Hydrorun-of-the-river	15	scenario2	1	0.380647544
France	Hydrorun-of-the-river	16	scenario2	1	0.378431614
France	Hydrorun-of-the-river	17	scenario2	1	0.358857565
France	Hydrorun-of-the-river	18	scenario2	1	0.355656777
France	Hydrorun-of-the-river	19	scenario2	1	0.356641635
France	Hydrorun-of-the-river	20	scenario2	1	0.379785793
France	Hydrorun-of-the-river	21	scenario2	1	0.4003447
France	Hydrorun-of-the-river	22	scenario2	1	0.436045796
France	Hydrorun-of-the-river	23	scenario2	1	0.479133325
France	Hydrorun-of-the-river	24	scenario2	1	0.474332143
Germany	Solar	25	scenario2	1	0.037
Germany	Solar	26	scenario2	1	0.005
Germany	Solar	27	scenario2	1	0.0
Germany	Solar	28	scenario2	1	0.0
Germany	Solar	29	scenario2	1	0.0
Germany	Solar	30	scenario2	1	0.0
Germany	Solar	31	scenario2	1	0.0
Germany	Solar	32	scenario2	1	0.0
Germany	Solar	33	scenario2	1	0.0
Germany	Solar	34	scenario2	1	0.0
Germany	Solar	35	scenario2	1	0.0
Germany	Solar	36	scenario2	1	0.028
Germany	Solar	37	scenario2	1	0.103
Germany	Solar	38	scenario2	1	0.224
Germany	Solar	39	scenario2	1	0.359
Germany	Solar	40	scenario2	1	0.468
Germany	Solar	41	scenario2	1	0.543
Germany	Solar	42	scenario2	1	0.567
Germany	Solar	43	scenario2	1	0.551
Germany	Solar	44	scenario2	1	0.514
Germany	Solar	45	scenario2	1	0.444
Germany	Solar	46	scenario2	1	0.353
Germany	Solar	47	scenario2	1	0.25
Germany	Solar	48	scenario2	1	0.146
Denmark	Solar	25	scenario2	1	0.085
Denmark	Solar	26	scenario2	1	0.028
Denmark	Solar	27	scenario2	1	0.0
Denmark	Solar	28	scenario2	1	0.0
Denmark	Solar	29	scenario2	1	0.0
Denmark	Solar	30	scenario2	1	0.0
Denmark	Solar	31	scenario2	1	0.0
Denmark	Solar	32	scenario2	1	0.0
Denmark	Solar	33	scenario2	1	0.0
Denmark	Solar	34	scenario2	1	0.0
Denmark	Solar	35	scenario2	1	0.0
Denmark	Solar	36	scenario2	1	0.026
Denmark	Solar	37	scenario2	1	0.07
Denmark	Solar	38	scenario2	1	0.104
Denmark	Solar	39	scenario2	1	0.125
Denmark	Solar	40	scenario2	1	0.141
Denmark	Solar	41	scenario2	1	0.134
Denmark	Solar	42	scenario2	1	0.147
Denmark	Solar	43	scenario2	1	0.166
Denmark	Solar	44	scenario2	1	0.168
Denmark	Solar	45	scenario2	1	0.158
Denmark	Solar	46	scenario2	1	0.13
Denmark	Solar	47	scenario2	1	0.097
Denmark	Solar	48	scenario2	1	0.066
France	Solar	25	scenario2	1	0.105
France	Solar	26	scenario2	1	0.028
France	Solar	27	scenario2	1	0.0
France	Solar	28	scenario2	1	0.0
France	Solar	29	scenario2	1	0.0
France	Solar	30	scenario2	1	0.0
France	Solar	31	scenario2	1	0.0
France	Solar	32	scenario2	1	0.0
France	Solar	33	scenario2	1	0.0
France	Solar	34	scenario2	1	0.0
France	Solar	35	scenario2	1	0.0
France	Solar	36	scenario2	1	0.004
France	Solar	37	scenario2	1	0.045
France	Solar	38	scenario2	1	0.125
France	Solar	39	scenario2	1	0.222
France	Solar	40	scenario2	1	0.314
France	Solar	41	scenario2	1	0.385
France	Solar	42	scenario2	1	0.414
France	Solar	43	scenario2	1	0.399
France	Solar	44	scenario2	1	0.358
France	Solar	45	scenario2	1	0.311
France	Solar	46	scenario2	1	0.252
France	Solar	47	scenario2	1	0.186
France	Solar	48	scenario2	1	0.123
Germany	Windonshore	25	scenario2	1	0.1589
Germany	Windonshore	26	scenario2	1	0.1562
Germany	Windonshore	27	scenario2	1	0.149
Germany	Windonshore	28	scenario2	1	0.1341
Germany	Windonshore	29	scenario2	1	0.1246
Germany	Windonshore	30	scenario2	1	0.115
Germany	Windonshore	31	scenario2	1	0.0984
Germany	Windonshore	32	scenario2	1	0.0809
Germany	Windonshore	33	scenario2	1	0.0701
Germany	Windonshore	34	scenario2	1	0.0651
Germany	Windonshore	35	scenario2	1	0.0627
Germany	Windonshore	36	scenario2	1	0.0505
Germany	Windonshore	37	scenario2	1	0.0401
Germany	Windonshore	38	scenario2	1	0.0502
Germany	Windonshore	39	scenario2	1	0.0623
Germany	Windonshore	40	scenario2	1	0.07
Germany	Windonshore	41	scenario2	1	0.0725
Germany	Windonshore	42	scenario2	1	0.07
Germany	Windonshore	43	scenario2	1	0.0657
Germany	Windonshore	44	scenario2	1	0.063
Germany	Windonshore	45	scenario2	1	0.0617
Germany	Windonshore	46	scenario2	1	0.0598
Germany	Windonshore	47	scenario2	1	0.0599
Germany	Windonshore	48	scenario2	1	0.0553
Denmark	Windonshore	25	scenario2	1	0.2706
Denmark	Windonshore	26	scenario2	1	0.2928
Denmark	Windonshore	27	scenario2	1	0.3322
Denmark	Windonshore	28	scenario2	1	0.3516
Denmark	Windonshore	29	scenario2	1	0.3664
Denmark	Windonshore	30	scenario2	1	0.3679
Denmark	Windonshore	31	scenario2	1	0.35
Denmark	Windonshore	32	scenario2	1	0.3315
Denmark	Windonshore	33	scenario2	1	0.3279
Denmark	Windonshore	34	scenario2	1	0.3299
Denmark	Windonshore	35	scenario2	1	0.3214
Denmark	Windonshore	36	scenario2	1	0.296
Denmark	Windonshore	37	scenario2	1	0.2766
Denmark	Windonshore	38	scenario2	1	0.3176
Denmark	Windonshore	39	scenario2	1	0.3497
Denmark	Windonshore	40	scenario2	1	0.3421
Denmark	Windonshore	41	scenario2	1	0.3234
Denmark	Windonshore	42	scenario2	1	0.3198
Denmark	Windonshore	43	scenario2	1	0.3309
Denmark	Windonshore	44	scenario2	1	0.3336
Denmark	Windonshore	45	scenario2	1	0.314
Denmark	Windonshore	46	scenario2	1	0.2988
Denmark	Windonshore	47	scenario2	1	0.2862
Denmark	Windonshore	48	scenario2	1	0.2906
France	Windonshore	25	scenario2	1	0.131
France	Windonshore	26	scenario2	1	0.1489
France	Windonshore	27	scenario2	1	0.1964
France	Windonshore	28	scenario2	1	0.2242
France	Windonshore	29	scenario2	1	0.2305
France	Windonshore	30	scenario2	1	0.2303
France	Windonshore	31	scenario2	1	0.2256
France	Windonshore	32	scenario2	1	0.2171
France	Windonshore	33	scenario2	1	0.2068
France	Windonshore	34	scenario2	1	0.1942
France	Windonshore	35	scenario2	1	0.1849
France	Windonshore	36	scenario2	1	0.1749
France	Windonshore	37	scenario2	1	0.1342
France	Windonshore	38	scenario2	1	0.1065
France	Windonshore	39	scenario2	1	0.1205
France	Windonshore	40	scenario2	1	0.1211
France	Windonshore	41	scenario2	1	0.1054
France	Windonshore	42	scenario2	1	0.0864
France	Windonshore	43	scenario2	1	0.0725
France	Windonshore	44	scenario2	1	0.0625
France	Windonshore	45	scenario2	1	0.0551
France	Windonshore	46	scenario2	1	0.0494
France	Windonshore	47	scenario2	1	0.0475
France	Windonshore	48	scenario2	1	0.0486
Germany	Windoffshore	25	scenario2	1	0.6262
Germany	Windoffshore	26	scenario2	1	0.6679
Germany	Windoffshore	27	scenario2	1	0.6502
Germany	Windoffshore	28	scenario2	1	0.6185
Germany	Windoffshore	29	scenario2	1	0.6024
Germany	Windoffshore	30	scenario2	1	0.5818
Germany	Windoffshore	31	scenario2	1	0.5496
Germany	Windoffshore	32	scenario2	1	0.4948
Germany	Windoffshore	33	scenario2	1	0.4709
Germany	Windoffshore	34	scenario2	1	0.4588
Germany	Windoffshore	35	scenario2	1	0.4511
Germany	Windoffshore	36	scenario2	1	0.4646
Germany	Windoffshore	37	scenario2	1	0.4569
Germany	Windoffshore	38	scenario2	1	0.4234
Germany	Windoffshore	39	scenario2	1	0.3603
Germany	Windoffshore	40	scenario2	1	0.2902
Germany	Windoffshore	41	scenario2	1	0.2265
Germany	Windoffshore	42	scenario2	1	0.19
Germany	Windoffshore	43	scenario2	1	0.1676
Germany	Windoffshore	44	scenario2	1	0.1577
Germany	Windoffshore	45	scenario2	1	0.153
Germany	Windoffshore	46	scenario2	1	0.1559
Germany	Windoffshore	47	scenario2	1	0.173
