GeneratorTechnology,Period,col2,col3,col4
BiomethaneCCGT,1,70.0,€/MWh,https://www.europeanbiogas.eu/wp-content/uploads/2024/04/Common-Futures_Biomethane-for-emission-abatement-by-2040.pdf
