Node	IntermitentGenerators	Operationalhour	Scenario	Period	GeneratorStochasticAvailabilityRaw
France	Hydro run-of-the-river	96	scenario1	1	0.680044319
Germany	Solar	97	scenario1	1	0.0
Germany	Solar	98	scenario1	1	0.0
Germany	Solar	99	scenario1	1	0.0
Germany	Solar	100	scenario1	1	0.0
Germany	Solar	101	scenario1	1	0.0
Germany	Solar	102	scenario1	1	0.0
Germany	Solar	103	scenario1	1	0.0
Germany	Solar	104	scenario1	1	0.0
Germany	Solar	105	scenario1	1	0.0
Germany	Solar	106	scenario1	1	0.0
Germany	Solar	107	scenario1	1	0.069
Germany	Solar	108	scenario1	1	0.248
Germany	Solar	109	scenario1	1	0.392
Germany	Solar	110	scenario1	1	0.467
Germany	Solar	111	scenario1	1	0.502
Germany	Solar	112	scenario1	1	0.505
Germany	Solar	113	scenario1	1	0.46
Germany	Solar	114	scenario1	1	0.374
Germany	Solar	115	scenario1	1	0.245
Germany	Solar	116	scenario1	1	0.105
Germany	Solar	117	scenario1	1	0.011
Germany	Solar	118	scenario1	1	0.0
Germany	Solar	119	scenario1	1	0.0
Germany	Solar	120	scenario1	1	0.0
Germany	Solar	121	scenario1	1	0.069
Germany	Solar	122	scenario1	1	0.248
Germany	Solar	123	scenario1	1	0.392
Germany	Solar	124	scenario1	1	0.467
Germany	Solar	125	scenario1	1	0.502
Germany	Solar	126	scenario1	1	0.505
Germany	Solar	127	scenario1	1	0.46
Germany	Solar	128	scenario1	1	0.374
Germany	Solar	129	scenario1	1	0.245
Germany	Solar	130	scenario1	1	0.105
Germany	Solar	131	scenario1	1	0.011
Germany	Solar	132	scenario1	1	0.0
Germany	Solar	133	scenario1	1	0.0
Germany	Solar	134	scenario1	1	0.0
Germany	Solar	135	scenario1	1	0.0
Germany	Solar	136	scenario1	1	0.0
Germany	Solar	137	scenario1	1	0.0
Germany	Solar	138	scenario1	1	0.0
Germany	Solar	139	scenario1	1	0.0
Germany	Solar	140	scenario1	1	0.0
Germany	Solar	141	scenario1	1	0.0
Germany	Solar	142	scenario1	1	0.0
Germany	Solar	143	scenario1	1	0.0
Germany	Solar	144	scenario1	1	0.0
Denmark	Solar	97	scenario1	1	0.0
Denmark	Solar	98	scenario1	1	0.0
Denmark	Solar	99	scenario1	1	0.0
Denmark	Solar	100	scenario1	1	0.0
Denmark	Solar	101	scenario1	1	0.0
Denmark	Solar	102	scenario1	1	0.0
Denmark	Solar	103	scenario1	1	0.0
Denmark	Solar	104	scenario1	1	0.0
Denmark	Solar	105	scenario1	1	0.0
Denmark	Solar	106	scenario1	1	0.0
Denmark	Solar	107	scenario1	1	0.009
Denmark	Solar	108	scenario1	1	0.071
Denmark	Solar	109	scenario1	1	0.134
Denmark	Solar	110	scenario1	1	0.186
Denmark	Solar	111	scenario1	1	0.217
Denmark	Solar	112	scenario1	1	0.208
Denmark	Solar	113	scenario1	1	0.181
Denmark	Solar	114	scenario1	1	0.131
Denmark	Solar	115	scenario1	1	0.079
Denmark	Solar	116	scenario1	1	0.029
Denmark	Solar	117	scenario1	1	0.0
Denmark	Solar	118	scenario1	1	0.0
Denmark	Solar	119	scenario1	1	0.0
Denmark	Solar	120	scenario1	1	0.0
Denmark	Solar	121	scenario1	1	0.009
Denmark	Solar	122	scenario1	1	0.071
Denmark	Solar	123	scenario1	1	0.134
Denmark	Solar	124	scenario1	1	0.186
Denmark	Solar	125	scenario1	1	0.217
Denmark	Solar	126	scenario1	1	0.208
Denmark	Solar	127	scenario1	1	0.181
Denmark	Solar	128	scenario1	1	0.131
Denmark	Solar	129	scenario1	1	0.079
Denmark	Solar	130	scenario1	1	0.029
Denmark	Solar	131	scenario1	1	0.0
Denmark	Solar	132	scenario1	1	0.0
Denmark	Solar	133	scenario1	1	0.0
Denmark	Solar	134	scenario1	1	0.0
Denmark	Solar	135	scenario1	1	0.0
Denmark	Solar	136	scenario1	1	0.0
Denmark	Solar	137	scenario1	1	0.0
Denmark	Solar	138	scenario1	1	0.0
Denmark	Solar	139	scenario1	1	0.0
Denmark	Solar	140	scenario1	1	0.0
Denmark	Solar	141	scenario1	1	0.0
Denmark	Solar	142	scenario1	1	0.0
Denmark	Solar	143	scenario1	1	0.0
Denmark	Solar	144	scenario1	1	0.0
France	Solar	97	scenario1	1	0.0
France	Solar	98	scenario1	1	0.0
France	Solar	99	scenario1	1	0.0
France	Solar	100	scenario1	1	0.0
France	Solar	101	scenario1	1	0.0
France	Solar	102	scenario1	1	0.0
France	Solar	103	scenario1	1	0.0
France	Solar	104	scenario1	1	0.0
France	Solar	105	scenario1	1	0.0
France	Solar	106	scenario1	1	0.0
France	Solar	107	scenario1	1	0.015
France	Solar	108	scenario1	1	0.145
France	Solar	109	scenario1	1	0.295
France	Solar	110	scenario1	1	0.408
France	Solar	111	scenario1	1	0.462
France	Solar	112	scenario1	1	0.468
France	Solar	113	scenario1	1	0.419
France	Solar	114	scenario1	1	0.335
France	Solar	115	scenario1	1	0.224
France	Solar	116	scenario1	1	0.112
France	Solar	117	scenario1	1	0.027
France	Solar	118	scenario1	1	0.0
France	Solar	119	scenario1	1	0.0
France	Solar	120	scenario1	1	0.0
France	Solar	121	scenario1	1	0.015
France	Solar	122	scenario1	1	0.145
France	Solar	123	scenario1	1	0.295
France	Solar	124	scenario1	1	0.408
France	Solar	125	scenario1	1	0.462
France	Solar	126	scenario1	1	0.468
France	Solar	127	scenario1	1	0.419
France	Solar	128	scenario1	1	0.335
France	Solar	129	scenario1	1	0.224
France	Solar	130	scenario1	1	0.112
France	Solar	131	scenario1	1	0.027
France	Solar	132	scenario1	1	0.0
France	Solar	133	scenario1	1	0.0
France	Solar	134	scenario1	1	0.0
France	Solar	135	scenario1	1	0.0
France	Solar	136	scenario1	1	0.0
France	Solar	137	scenario1	1	0.0
France	Solar	138	scenario1	1	0.0
France	Solar	139	scenario1	1	0.0
France	Solar	140	scenario1	1	0.0
France	Solar	141	scenario1	1	0.0
France	Solar	142	scenario1	1	0.0
France	Solar	143	scenario1	1	0.0
France	Solar	144	scenario1	1	0.0
Germany	Wind onshore	97	scenario1	1	0.2672
Germany	Wind onshore	98	scenario1	1	0.2681
Germany	Wind onshore	99	scenario1	1	0.2674
Germany	Wind onshore	100	scenario1	1	0.2489
Germany	Wind onshore	101	scenario1	1	0.2306
Germany	Wind onshore	102	scenario1	1	0.2129
Germany	Wind onshore	103	scenario1	1	0.201
Germany	Wind onshore	104	scenario1	1	0.1956
Germany	Wind onshore	105	scenario1	1	0.1889
Germany	Wind onshore	106	scenario1	1	0.1875
Germany	Wind onshore	107	scenario1	1	0.2038
Germany	Wind onshore	108	scenario1	1	0.2745
Germany	Wind onshore	109	scenario1	1	0.3285
Germany	Wind onshore	110	scenario1	1	0.3375
Germany	Wind onshore	111	scenario1	1	0.3329
Germany	Wind onshore	112	scenario1	1	0.3293
Germany	Wind onshore	113	scenario1	1	0.3284
Germany	Wind onshore	114	scenario1	1	0.3347
Germany	Wind onshore	115	scenario1	1	0.3513
Germany	Wind onshore	116	scenario1	1	0.3694
Germany	Wind onshore	117	scenario1	1	0.3556
Germany	Wind onshore	118	scenario1	1	0.3775
Germany	Wind onshore	119	scenario1	1	0.4029
Germany	Wind onshore	120	scenario1	1	0.4033
Germany	Wind onshore	121	scenario1	1	0.2038
Germany	Wind onshore	122	scenario1	1	0.2745
Germany	Wind onshore	123	scenario1	1	0.3285
Germany	Wind onshore	124	scenario1	1	0.3375
Germany	Wind onshore	125	scenario1	1	0.3329
Germany	Wind onshore	126	scenario1	1	0.3293
Germany	Wind onshore	127	scenario1	1	0.3284
Germany	Wind onshore	128	scenario1	1	0.3347
Germany	Wind onshore	129	scenario1	1	0.3513
Germany	Wind onshore	130	scenario1	1	0.3694
Germany	Wind onshore	131	scenario1	1	0.3556
Germany	Wind onshore	132	scenario1	1	0.3775
Germany	Wind onshore	133	scenario1	1	0.4029
Germany	Wind onshore	134	scenario1	1	0.4033
Germany	Wind onshore	135	scenario1	1	0.3998
Germany	Wind onshore	136	scenario1	1	0.3963
Germany	Wind onshore	137	scenario1	1	0.3992
Germany	Wind onshore	138	scenario1	1	0.3925
Germany	Wind onshore	139	scenario1	1	0.385
Germany	Wind onshore	140	scenario1	1	0.3808
Germany	Wind onshore	141	scenario1	1	0.373
Germany	Wind onshore	142	scenario1	1	0.3705
Germany	Wind onshore	143	scenario1	1	0.3704
Germany	Wind onshore	144	scenario1	1	0.3719
Denmark	Wind onshore	97	scenario1	1	0.7558
Denmark	Wind onshore	98	scenario1	1	0.732
Denmark	Wind onshore	99	scenario1	1	0.6925
Denmark	Wind onshore	100	scenario1	1	0.6573
Denmark	Wind onshore	101	scenario1	1	0.6389
Denmark	Wind onshore	102	scenario1	1	0.6316
Denmark	Wind onshore	103	scenario1	1	0.6256
Denmark	Wind onshore	104	scenario1	1	0.6236
Denmark	Wind onshore	105	scenario1	1	0.6254
Denmark	Wind onshore	106	scenario1	1	0.6264
Denmark	Wind onshore	107	scenario1	1	0.6245
Denmark	Wind onshore	108	scenario1	1	0.6332
Denmark	Wind onshore	109	scenario1	1	0.6481
Denmark	Wind onshore	110	scenario1	1	0.6393
Denmark	Wind onshore	111	scenario1	1	0.6201
Denmark	Wind onshore	112	scenario1	1	0.6038
Denmark	Wind onshore	113	scenario1	1	0.5923
Denmark	Wind onshore	114	scenario1	1	0.5871
Denmark	Wind onshore	115	scenario1	1	0.5927
Denmark	Wind onshore	116	scenario1	1	0.5943
Denmark	Wind onshore	117	scenario1	1	0.5902
Denmark	Wind onshore	118	scenario1	1	0.6054
Denmark	Wind onshore	119	scenario1	1	0.6295
Denmark	Wind onshore	120	scenario1	1	0.6328
Denmark	Wind onshore	121	scenario1	1	0.6245
Denmark	Wind onshore	122	scenario1	1	0.6332
Denmark	Wind onshore	123	scenario1	1	0.6481
Denmark	Wind onshore	124	scenario1	1	0.6393
Denmark	Wind onshore	125	scenario1	1	0.6201
Denmark	Wind onshore	126	scenario1	1	0.6038
Denmark	Wind onshore	127	scenario1	1	0.5923
Denmark	Wind onshore	128	scenario1	1	0.5871
Denmark	Wind onshore	129	scenario1	1	0.5927
Denmark	Wind onshore	130	scenario1	1	0.5943
Denmark	Wind onshore	131	scenario1	1	0.5902
Denmark	Wind onshore	132	scenario1	1	0.6054
Denmark	Wind onshore	133	scenario1	1	0.6295
Denmark	Wind onshore	134	scenario1	1	0.6328
Denmark	Wind onshore	135	scenario1	1	0.6163
Denmark	Wind onshore	136	scenario1	1	0.5847
Denmark	Wind onshore	137	scenario1	1	0.5487
Denmark	Wind onshore	138	scenario1	1	0.5246
Denmark	Wind onshore	139	scenario1	1	0.5095
Denmark	Wind onshore	140	scenario1	1	0.5002
Denmark	Wind onshore	141	scenario1	1	0.4905
Denmark	Wind onshore	142	scenario1	1	0.4932
Denmark	Wind onshore	143	scenario1	1	0.4919
Denmark	Wind onshore	144	scenario1	1	0.5193
France	Wind onshore	97	scenario1	1	0.2249
France	Wind onshore	98	scenario1	1	0.2142
France	Wind onshore	99	scenario1	1	0.2055
France	Wind onshore	100	scenario1	1	0.1947
France	Wind onshore	101	scenario1	1	0.1911
France	Wind onshore	102	scenario1	1	0.1943
France	Wind onshore	103	scenario1	1	0.2049
France	Wind onshore	104	scenario1	1	0.2203
France	Wind onshore	105	scenario1	1	0.2324
France	Wind onshore	106	scenario1	1	0.2568
France	Wind onshore	107	scenario1	1	0.277
France	Wind onshore	108	scenario1	1	0.2868
France	Wind onshore	109	scenario1	1	0.4328
France	Wind onshore	110	scenario1	1	0.5275
France	Wind onshore	111	scenario1	1	0.5603
France	Wind onshore	112	scenario1	1	0.574
France	Wind onshore	113	scenario1	1	0.5872
France	Wind onshore	114	scenario1	1	0.6102
France	Wind onshore	115	scenario1	1	0.6397
France	Wind onshore	116	scenario1	1	0.6626
France	Wind onshore	117	scenario1	1	0.6749
France	Wind onshore	118	scenario1	1	0.6934
France	Wind onshore	119	scenario1	1	0.7058
France	Wind onshore	120	scenario1	1	0.702
France	Wind onshore	121	scenario1	1	0.277
France	Wind onshore	122	scenario1	1	0.2868
France	Wind onshore	123	scenario1	1	0.4328
France	Wind onshore	124	scenario1	1	0.5275
France	Wind onshore	125	scenario1	1	0.5603
France	Wind onshore	126	scenario1	1	0.574
France	Wind onshore	127	scenario1	1	0.5872
France	Wind onshore	128	scenario1	1	0.6102
France	Wind onshore	129	scenario1	1	0.6397
France	Wind onshore	130	scenario1	1	0.6626
France	Wind onshore	131	scenario1	1	0.6749
France	Wind onshore	132	scenario1	1	0.6934
France	Wind onshore	133	scenario1	1	0.7058
France	Wind onshore	134	scenario1	1	0.702
France	Wind onshore	135	scenario1	1	0.6975
France	Wind onshore	136	scenario1	1	0.6725
France	Wind onshore	137	scenario1	1	0.6605
France	Wind onshore	138	scenario1	1	0.6491
France	Wind onshore	139	scenario1	1	0.6296
France	Wind onshore	140	scenario1	1	0.6116
France	Wind onshore	141	scenario1	1	0.5942
France	Wind onshore	142	scenario1	1	0.5836
France	Wind onshore	143	scenario1	1	0.571
France	Wind onshore	144	scenario1	1	0.5665
Germany	Wind offshore	97	scenario1	1	0.8044
Germany	Wind offshore	98	scenario1	1	0.833
Germany	Wind offshore	99	scenario1	1	0.8364
Germany	Wind offshore	100	scenario1	1	0.8283
Germany	Wind offshore	101	scenario1	1	0.8097
Germany	Wind offshore	102	scenario1	1	0.778
Germany	Wind offshore	103	scenario1	1	0.7431
Germany	Wind offshore	104	scenario1	1	0.7128
Germany	Wind offshore	105	scenario1	1	0.6889
Germany	Wind offshore	106	scenario1	1	0.6725
Germany	Wind offshore	107	scenario1	1	0.6705
Germany	Wind offshore	108	scenario1	1	0.6785
Germany	Wind offshore	109	scenario1	1	0.6877
Germany	Wind offshore	110	scenario1	1	0.6874
Germany	Wind offshore	111	scenario1	1	0.6909
Germany	Wind offshore	112	scenario1	1	0.7072
Germany	Wind offshore	113	scenario1	1	0.7195
Germany	Wind offshore	114	scenario1	1	0.7283
Germany	Wind offshore	115	scenario1	1	0.7431
Germany	Wind offshore	116	scenario1	1	0.7751
Germany	Wind offshore	117	scenario1	1	0.8139
Germany	Wind offshore	118	scenario1	1	0.8427
Germany	Wind offshore	119	scenario1	1	0.8583
Germany	Wind offshore	120	scenario1	1	0.8669
Germany	Wind offshore	121	scenario1	1	0.6705
Germany	Wind offshore	122	scenario1	1	0.6785
Germany	Wind offshore	123	scenario1	1	0.6877
Germany	Wind offshore	124	scenario1	1	0.6874
Germany	Wind offshore	125	scenario1	1	0.6909
Germany	Wind offshore	126	scenario1	1	0.7072
Germany	Wind offshore	127	scenario1	1	0.7195
Germany	Wind offshore	128	scenario1	1	0.7283
Germany	Wind offshore	129	scenario1	1	0.7431
Germany	Wind offshore	130	scenario1	1	0.7751
Germany	Wind offshore	131	scenario1	1	0.8139
Germany	Wind offshore	132	scenario1	1	0.8427
Germany	Wind offshore	133	scenario1	1	0.8583
Germany	Wind offshore	134	scenario1	1	0.8669
Germany	Wind offshore	135	scenario1	1	0.8712
Germany	Wind offshore	136	scenario1	1	0.8698
Germany	Wind offshore	137	scenario1	1	0.8632
Germany	Wind offshore	138	scenario1	1	0.8528
Germany	Wind offshore	139	scenario1	1	0.8443
Germany	Wind offshore	140	scenario1	1	0.844
Germany	Wind offshore	141	scenario1	1	0.8523
Germany	Wind offshore	142	scenario1	1	0.8637
Germany	Wind offshore	143	scenario1	1	0.8755
Germany	Wind offshore	144	scenario1	1	0.8823
Denmark	Wind offshore	97	scenario1	1	0.875
Denmark	Wind offshore	98	scenario1	1	0.8476
Denmark	Wind offshore	99	scenario1	1	0.8056
Denmark	Wind offshore	100	scenario1	1	0.7629
Denmark	Wind offshore	101	scenario1	1	0.7358
Denmark	Wind offshore	102	scenario1	1	0.7184
Denmark	Wind offshore	103	scenario1	1	0.7052
Denmark	Wind offshore	104	scenario1	1	0.7079
Denmark	Wind offshore	105	scenario1	1	0.7208
Denmark	Wind offshore	106	scenario1	1	0.7309
Denmark	Wind offshore	107	scenario1	1	0.7399
Denmark	Wind offshore	108	scenario1	1	0.7465
Denmark	Wind offshore	109	scenario1	1	0.7483
Denmark	Wind offshore	110	scenario1	1	0.7392
Denmark	Wind offshore	111	scenario1	1	0.7283
Denmark	Wind offshore	112	scenario1	1	0.7157
Denmark	Wind offshore	113	scenario1	1	0.7069
Denmark	Wind offshore	114	scenario1	1	0.7096
Denmark	Wind offshore	115	scenario1	1	0.7236
Denmark	Wind offshore	116	scenario1	1	0.7494
Denmark	Wind offshore	117	scenario1	1	0.7761
Denmark	Wind offshore	118	scenario1	1	0.8023
Denmark	Wind offshore	119	scenario1	1	0.8248
Denmark	Wind offshore	120	scenario1	1	0.8301
Denmark	Wind offshore	121	scenario1	1	0.7399
Denmark	Wind offshore	122	scenario1	1	0.7465
Denmark	Wind offshore	123	scenario1	1	0.7483
Denmark	Wind offshore	124	scenario1	1	0.7392
Denmark	Wind offshore	125	scenario1	1	0.7283
Denmark	Wind offshore	126	scenario1	1	0.7157
Denmark	Wind offshore	127	scenario1	1	0.7069
Denmark	Wind offshore	128	scenario1	1	0.7096
Denmark	Wind offshore	129	scenario1	1	0.7236
Denmark	Wind offshore	130	scenario1	1	0.7494
Denmark	Wind offshore	131	scenario1	1	0.7761
Denmark	Wind offshore	132	scenario1	1	0.8023
Denmark	Wind offshore	133	scenario1	1	0.8248
Denmark	Wind offshore	134	scenario1	1	0.8301
Denmark	Wind offshore	135	scenario1	1	0.814
Denmark	Wind offshore	136	scenario1	1	0.7853
Denmark	Wind offshore	137	scenario1	1	0.7524
Denmark	Wind offshore	138	scenario1	1	0.7225
Denmark	Wind offshore	139	scenario1	1	0.7008
Denmark	Wind offshore	140	scenario1	1	0.684
Denmark	Wind offshore	141	scenario1	1	0.6769
Denmark	Wind offshore	142	scenario1	1	0.6787
Denmark	Wind offshore	143	scenario1	1	0.6927
Denmark	Wind offshore	144	scenario1	1	0.7138
France	Wind offshore	97	scenario1	1	0.4595
France	Wind offshore	98	scenario1	1	0.439
France	Wind offshore	99	scenario1	1	0.4347
France	Wind offshore	100	scenario1	1	0.4172
France	Wind offshore	101	scenario1	1	0.4128
France	Wind offshore	102	scenario1	1	0.4114
France	Wind offshore	103	scenario1	1	0.4405
France	Wind offshore	104	scenario1	1	0.5004
France	Wind offshore	105	scenario1	1	0.5635
France	Wind offshore	106	scenario1	1	0.6897
France	Wind offshore	107	scenario1	1	0.7458
France	Wind offshore	108	scenario1	1	0.8195
France	Wind offshore	109	scenario1	1	0.9001
France	Wind offshore	110	scenario1	1	0.9342
France	Wind offshore	111	scenario1	1	0.9301
France	Wind offshore	112	scenario1	1	0.9469
France	Wind offshore	113	scenario1	1	0.9475
France	Wind offshore	114	scenario1	1	0.945
France	Wind offshore	115	scenario1	1	0.9483
France	Wind offshore	116	scenario1	1	0.955
France	Wind offshore	117	scenario1	1	0.9592
France	Wind offshore	118	scenario1	1	0.9628
France	Wind offshore	119	scenario1	1	0.9569
France	Wind offshore	120	scenario1	1	0.9435
France	Wind offshore	121	scenario1	1	0.7458
France	Wind offshore	122	scenario1	1	0.8195
France	Wind offshore	123	scenario1	1	0.9001
France	Wind offshore	124	scenario1	1	0.9342
France	Wind offshore	125	scenario1	1	0.9301
France	Wind offshore	126	scenario1	1	0.9469
France	Wind offshore	127	scenario1	1	0.9475
France	Wind offshore	128	scenario1	1	0.945
France	Wind offshore	129	scenario1	1	0.9483
France	Wind offshore	130	scenario1	1	0.955
France	Wind offshore	131	scenario1	1	0.9592
France	Wind offshore	132	scenario1	1	0.9628
France	Wind offshore	133	scenario1	1	0.9569
France	Wind offshore	134	scenario1	1	0.9435
France	Wind offshore	135	scenario1	1	0.9464
France	Wind offshore	136	scenario1	1	0.9574
France	Wind offshore	137	scenario1	1	0.9438
France	Wind offshore	138	scenario1	1	0.9298
France	Wind offshore	139	scenario1	1	0.9095
France	Wind offshore	140	scenario1	1	0.8632
France	Wind offshore	141	scenario1	1	0.7992
France	Wind offshore	142	scenario1	1	0.7529
France	Wind offshore	143	scenario1	1	0.7354
France	Wind offshore	144	scenario1	1	0.7182
Germany	Hydro run-of-the-river	97	scenario1	1	0.535710643
Germany	Hydro run-of-the-river	98	scenario1	1	0.53600272
Germany	Hydro run-of-the-river	99	scenario1	1	0.541993365
Germany	Hydro run-of-the-river	100	scenario1	1	0.542360424
Germany	Hydro run-of-the-river	101	scenario1	1	0.538212048
Germany	Hydro run-of-the-river	102	scenario1	1	0.533618145
Germany	Hydro run-of-the-river	103	scenario1	1	0.532292897
Germany	Hydro run-of-the-river	104	scenario1	1	0.53021871
Germany	Hydro run-of-the-river	105	scenario1	1	0.528184628
Germany	Hydro run-of-the-river	106	scenario1	1	0.521671731
Germany	Hydro run-of-the-river	107	scenario1	1	0.521188713
Germany	Hydro run-of-the-river	108	scenario1	1	0.522050124
Germany	Hydro run-of-the-river	109	scenario1	1	0.521275028
Germany	Hydro run-of-the-river	110	scenario1	1	0.519525178
Germany	Hydro run-of-the-river	111	scenario1	1	0.519504253
Germany	Hydro run-of-the-river	112	scenario1	1	0.517892158
Germany	Hydro run-of-the-river	113	scenario1	1	0.522148646
Germany	Hydro run-of-the-river	114	scenario1	1	0.516026348
Germany	Hydro run-of-the-river	115	scenario1	1	0.506782742
Germany	Hydro run-of-the-river	116	scenario1	1	0.507770575
Germany	Hydro run-of-the-river	117	scenario1	1	0.505556016
Germany	Hydro run-of-the-river	118	scenario1	1	0.500120755
Germany	Hydro run-of-the-river	119	scenario1	1	0.499663893
Germany	Hydro run-of-the-river	120	scenario1	1	0.499766774
Germany	Hydro run-of-the-river	121	scenario1	1	0.521188713
Germany	Hydro run-of-the-river	122	scenario1	1	0.522050124
Germany	Hydro run-of-the-river	123	scenario1	1	0.521275028
Germany	Hydro run-of-the-river	124	scenario1	1	0.519525178
Germany	Hydro run-of-the-river	125	scenario1	1	0.519504253
Germany	Hydro run-of-the-river	126	scenario1	1	0.517892158
Germany	Hydro run-of-the-river	127	scenario1	1	0.522148646
Germany	Hydro run-of-the-river	128	scenario1	1	0.516026348
Germany	Hydro run-of-the-river	129	scenario1	1	0.506782742
Germany	Hydro run-of-the-river	130	scenario1	1	0.507770575
Germany	Hydro run-of-the-river	131	scenario1	1	0.505556016
Germany	Hydro run-of-the-river	132	scenario1	1	0.500120755
Germany	Hydro run-of-the-river	133	scenario1	1	0.499663893
Germany	Hydro run-of-the-river	134	scenario1	1	0.499766774
Germany	Hydro run-of-the-river	135	scenario1	1	0.501514009
Germany	Hydro run-of-the-river	136	scenario1	1	0.503599531
Germany	Hydro run-of-the-river	137	scenario1	1	0.501529703
Germany	Hydro run-of-the-river	138	scenario1	1	0.5011888
Germany	Hydro run-of-the-river	139	scenario1	1	0.499275037
Germany	Hydro run-of-the-river	140	scenario1	1	0.496462372
Germany	Hydro run-of-the-river	141	scenario1	1	0.492053306
Germany	Hydro run-of-the-river	142	scenario1	1	0.491218923
Germany	Hydro run-of-the-river	143	scenario1	1	0.487461147
Germany	Hydro run-of-the-river	144	scenario1	1	0.483852462
Denmark	Hydro run-of-the-river	97	scenario1	1	0.2
Denmark	Hydro run-of-the-river	98	scenario1	1	0.2
Denmark	Hydro run-of-the-river	99	scenario1	1	0.2
Denmark	Hydro run-of-the-river	100	scenario1	1	0.2
Denmark	Hydro run-of-the-river	101	scenario1	1	0.2
Denmark	Hydro run-of-the-river	102	scenario1	1	0.2
Denmark	Hydro run-of-the-river	103	scenario1	1	0.2
Denmark	Hydro run-of-the-river	104	scenario1	1	0.2
Denmark	Hydro run-of-the-river	105	scenario1	1	0.2
Denmark	Hydro run-of-the-river	106	scenario1	1	0.2
Denmark	Hydro run-of-the-river	107	scenario1	1	0.2
Denmark	Hydro run-of-the-river	108	scenario1	1	0.2
Denmark	Hydro run-of-the-river	109	scenario1	1	0.2
Denmark	Hydro run-of-the-river	110	scenario1	1	0.2
Denmark	Hydro run-of-the-river	111	scenario1	1	0.2
Denmark	Hydro run-of-the-river	112	scenario1	1	0.2
Denmark	Hydro run-of-the-river	113	scenario1	1	0.2
Denmark	Hydro run-of-the-river	114	scenario1	1	0.2
Denmark	Hydro run-of-the-river	115	scenario1	1	0.2
Denmark	Hydro run-of-the-river	116	scenario1	1	0.2
Denmark	Hydro run-of-the-river	117	scenario1	1	0.2
Denmark	Hydro run-of-the-river	118	scenario1	1	0.2
Denmark	Hydro run-of-the-river	119	scenario1	1	0.2
Denmark	Hydro run-of-the-river	120	scenario1	1	0.2
Denmark	Hydro run-of-the-river	121	scenario1	1	0.2
Denmark	Hydro run-of-the-river	122	scenario1	1	0.2
Denmark	Hydro run-of-the-river	123	scenario1	1	0.2
Denmark	Hydro run-of-the-river	124	scenario1	1	0.2
Denmark	Hydro run-of-the-river	125	scenario1	1	0.2
Denmark	Hydro run-of-the-river	126	scenario1	1	0.2
Denmark	Hydro run-of-the-river	127	scenario1	1	0.2
Denmark	Hydro run-of-the-river	128	scenario1	1	0.2
Denmark	Hydro run-of-the-river	129	scenario1	1	0.2
Denmark	Hydro run-of-the-river	130	scenario1	1	0.2
Denmark	Hydro run-of-the-river	131	scenario1	1	0.2
Denmark	Hydro run-of-the-river	132	scenario1	1	0.2
Denmark	Hydro run-of-the-river	133	scenario1	1	0.2
Denmark	Hydro run-of-the-river	134	scenario1	1	0.2
Denmark	Hydro run-of-the-river	135	scenario1	1	0.2
Denmark	Hydro run-of-the-river	136	scenario1	1	0.2
Denmark	Hydro run-of-the-river	137	scenario1	1	0.2
Denmark	Hydro run-of-the-river	138	scenario1	1	0.2
Denmark	Hydro run-of-the-river	139	scenario1	1	0.2
Denmark	Hydro run-of-the-river	140	scenario1	1	0.2
Denmark	Hydro run-of-the-river	141	scenario1	1	0.2
Denmark	Hydro run-of-the-river	142	scenario1	1	0.2
Denmark	Hydro run-of-the-river	143	scenario1	1	0.2
Denmark	Hydro run-of-the-river	144	scenario1	1	0.2
France	Hydro run-of-the-river	97	scenario1	1	0.853871722
France	Hydro run-of-the-river	98	scenario1	1	0.835405638
France	Hydro run-of-the-river	99	scenario1	1	0.836882925
France	Hydro run-of-the-river	100	scenario1	1	0.794780254
France	Hydro run-of-the-river	101	scenario1	1	0.731872461
France	Hydro run-of-the-river	102	scenario1	1	0.698756617
France	Hydro run-of-the-river	103	scenario1	1	0.675612458
France	Hydro run-of-the-river	104	scenario1	1	0.673888957
France	Hydro run-of-the-river	105	scenario1	1	0.692724363
France	Hydro run-of-the-river	106	scenario1	1	0.73679675
France	Hydro run-of-the-river	107	scenario1	1	0.798596578
France	Hydro run-of-the-river	108	scenario1	1	0.833805244
France	Hydro run-of-the-river	109	scenario1	1	0.850301613
France	Hydro run-of-the-river	110	scenario1	1	0.865320694
France	Hydro run-of-the-river	111	scenario1	1	0.871599163
France	Hydro run-of-the-river	112	scenario1	1	0.849686077
France	Hydro run-of-the-river	113	scenario1	1	0.800073864
France	Hydro run-of-the-river	114	scenario1	1	0.769666379
France	Hydro run-of-the-river	115	scenario1	1	0.757355657
France	Hydro run-of-the-river	116	scenario1	1	0.753293118
France	Hydro run-of-the-river	117	scenario1	1	0.796134433
France	Hydro run-of-the-river	118	scenario1	1	0.838852641
France	Hydro run-of-the-river	119	scenario1	1	0.861750585
France	Hydro run-of-the-river	120	scenario1	1	0.853133079
France	Hydro run-of-the-river	121	scenario1	1	0.798596578
France	Hydro run-of-the-river	122	scenario1	1	0.833805244
France	Hydro run-of-the-river	123	scenario1	1	0.850301613
France	Hydro run-of-the-river	124	scenario1	1	0.865320694
France	Hydro run-of-the-river	125	scenario1	1	0.871599163
France	Hydro run-of-the-river	126	scenario1	1	0.849686077
France	Hydro run-of-the-river	127	scenario1	1	0.800073864
France	Hydro run-of-the-river	128	scenario1	1	0.769666379
