Node	IntermitentGenerators	Operationalhour	Scenario	Period	GeneratorStochasticAvailabilityRaw
Germany	Wind onshore	14	scenario1	2	0.1011
Germany	Wind onshore	15	scenario1	2	0.1269
Germany	Wind onshore	16	scenario1	2	0.1437
Germany	Wind onshore	17	scenario1	2	0.1556
Germany	Wind onshore	18	scenario1	2	0.1592
Germany	Wind onshore	19	scenario1	2	0.132
Germany	Wind onshore	20	scenario1	2	0.1084
Germany	Wind onshore	21	scenario1	2	0.1405
Germany	Wind onshore	22	scenario1	2	0.1726
Germany	Wind onshore	23	scenario1	2	0.1873
Germany	Wind onshore	24	scenario1	2	0.1873
Denmark	Wind onshore	1	scenario1	2	0.2451
Denmark	Wind onshore	2	scenario1	2	0.2483
Denmark	Wind onshore	3	scenario1	2	0.2496
Denmark	Wind onshore	4	scenario1	2	0.2438
Denmark	Wind onshore	5	scenario1	2	0.2269
Denmark	Wind onshore	6	scenario1	2	0.2208
Denmark	Wind onshore	7	scenario1	2	0.2094
Denmark	Wind onshore	8	scenario1	2	0.1941
Denmark	Wind onshore	9	scenario1	2	0.1834
Denmark	Wind onshore	10	scenario1	2	0.1759
Denmark	Wind onshore	11	scenario1	2	0.1634
Denmark	Wind onshore	12	scenario1	2	0.1374
Denmark	Wind onshore	13	scenario1	2	0.1097
Denmark	Wind onshore	14	scenario1	2	0.1116
Denmark	Wind onshore	15	scenario1	2	0.11
Denmark	Wind onshore	16	scenario1	2	0.1054
Denmark	Wind onshore	17	scenario1	2	0.1063
Denmark	Wind onshore	18	scenario1	2	0.1092
Denmark	Wind onshore	19	scenario1	2	0.1058
Denmark	Wind onshore	20	scenario1	2	0.1163
Denmark	Wind onshore	21	scenario1	2	0.1469
Denmark	Wind onshore	22	scenario1	2	0.1701
Denmark	Wind onshore	23	scenario1	2	0.1816
Denmark	Wind onshore	24	scenario1	2	0.1872
France	Wind onshore	1	scenario1	2	0.1225
France	Wind onshore	2	scenario1	2	0.1213
France	Wind onshore	3	scenario1	2	0.123
France	Wind onshore	4	scenario1	2	0.1261
France	Wind onshore	5	scenario1	2	0.1331
France	Wind onshore	6	scenario1	2	0.1377
France	Wind onshore	7	scenario1	2	0.1417
France	Wind onshore	8	scenario1	2	0.1414
France	Wind onshore	9	scenario1	2	0.1358
France	Wind onshore	10	scenario1	2	0.1279
France	Wind onshore	11	scenario1	2	0.118
France	Wind onshore	12	scenario1	2	0.0988
France	Wind onshore	13	scenario1	2	0.082
France	Wind onshore	14	scenario1	2	0.1034
France	Wind onshore	15	scenario1	2	0.1122
France	Wind onshore	16	scenario1	2	0.1063
France	Wind onshore	17	scenario1	2	0.1029
France	Wind onshore	18	scenario1	2	0.1018
France	Wind onshore	19	scenario1	2	0.0999
France	Wind onshore	20	scenario1	2	0.0944
France	Wind onshore	21	scenario1	2	0.0941
France	Wind onshore	22	scenario1	2	0.1038
France	Wind onshore	23	scenario1	2	0.0977
France	Wind onshore	24	scenario1	2	0.0837
Germany	Wind offshore	1	scenario1	2	0.2615
Germany	Wind offshore	2	scenario1	2	0.2632
Germany	Wind offshore	3	scenario1	2	0.2607
Germany	Wind offshore	4	scenario1	2	0.2507
Germany	Wind offshore	5	scenario1	2	0.2398
Germany	Wind offshore	6	scenario1	2	0.2311
Germany	Wind offshore	7	scenario1	2	0.2292
Germany	Wind offshore	8	scenario1	2	0.2299
Germany	Wind offshore	9	scenario1	2	0.2428
Germany	Wind offshore	10	scenario1	2	0.2601
Germany	Wind offshore	11	scenario1	2	0.2746
Germany	Wind offshore	12	scenario1	2	0.2874
Germany	Wind offshore	13	scenario1	2	0.3035
Germany	Wind offshore	14	scenario1	2	0.3232
Germany	Wind offshore	15	scenario1	2	0.3346
Germany	Wind offshore	16	scenario1	2	0.335
Germany	Wind offshore	17	scenario1	2	0.3227
Germany	Wind offshore	18	scenario1	2	0.3029
Germany	Wind offshore	19	scenario1	2	0.286
Germany	Wind offshore	20	scenario1	2	0.2899
Germany	Wind offshore	21	scenario1	2	0.3136
Germany	Wind offshore	22	scenario1	2	0.3225
Germany	Wind offshore	23	scenario1	2	0.3092
Germany	Wind offshore	24	scenario1	2	0.2937
Denmark	Wind offshore	1	scenario1	2	0.3525
Denmark	Wind offshore	2	scenario1	2	0.355
Denmark	Wind offshore	3	scenario1	2	0.3607
Denmark	Wind offshore	4	scenario1	2	0.3681
Denmark	Wind offshore	5	scenario1	2	0.3355
Denmark	Wind offshore	6	scenario1	2	0.3263
Denmark	Wind offshore	7	scenario1	2	0.3264
Denmark	Wind offshore	8	scenario1	2	0.3182
Denmark	Wind offshore	9	scenario1	2	0.3128
Denmark	Wind offshore	10	scenario1	2	0.3171
Denmark	Wind offshore	11	scenario1	2	0.2994
Denmark	Wind offshore	12	scenario1	2	0.265
Denmark	Wind offshore	13	scenario1	2	0.2319
Denmark	Wind offshore	14	scenario1	2	0.2029
Denmark	Wind offshore	15	scenario1	2	0.1796
Denmark	Wind offshore	16	scenario1	2	0.1666
Denmark	Wind offshore	17	scenario1	2	0.1706
Denmark	Wind offshore	18	scenario1	2	0.1885
Denmark	Wind offshore	19	scenario1	2	0.2048
Denmark	Wind offshore	20	scenario1	2	0.2231
Denmark	Wind offshore	21	scenario1	2	0.2457
Denmark	Wind offshore	22	scenario1	2	0.2572
Denmark	Wind offshore	23	scenario1	2	0.2493
Denmark	Wind offshore	24	scenario1	2	0.2296
France	Wind offshore	1	scenario1	2	0.525
France	Wind offshore	2	scenario1	2	0.5565
France	Wind offshore	3	scenario1	2	0.5733
France	Wind offshore	4	scenario1	2	0.5593
France	Wind offshore	5	scenario1	2	0.5663
France	Wind offshore	6	scenario1	2	0.4815
France	Wind offshore	7	scenario1	2	0.4522
France	Wind offshore	8	scenario1	2	0.4932
France	Wind offshore	9	scenario1	2	0.4815
France	Wind offshore	10	scenario1	2	0.4669
France	Wind offshore	11	scenario1	2	0.4317
France	Wind offshore	12	scenario1	2	0.3854
France	Wind offshore	13	scenario1	2	0.3361
France	Wind offshore	14	scenario1	2	0.2932
France	Wind offshore	15	scenario1	2	0.2841
France	Wind offshore	16	scenario1	2	0.2279
France	Wind offshore	17	scenario1	2	0.1691
France	Wind offshore	18	scenario1	2	0.1394
France	Wind offshore	19	scenario1	2	0.1201
France	Wind offshore	20	scenario1	2	0.1031
France	Wind offshore	21	scenario1	2	0.0889
France	Wind offshore	22	scenario1	2	0.0685
France	Wind offshore	23	scenario1	2	0.0529
France	Wind offshore	24	scenario1	2	0.0411
Germany	Hydro run-of-the-river	1	scenario1	2	0.565928916
Germany	Hydro run-of-the-river	2	scenario1	2	0.565264548
Germany	Hydro run-of-the-river	3	scenario1	2	0.567296886
Germany	Hydro run-of-the-river	4	scenario1	2	0.563596654
Germany	Hydro run-of-the-river	5	scenario1	2	0.564699574
Germany	Hydro run-of-the-river	6	scenario1	2	0.562176371
Germany	Hydro run-of-the-river	7	scenario1	2	0.561058629
Germany	Hydro run-of-the-river	8	scenario1	2	0.562920952
Germany	Hydro run-of-the-river	9	scenario1	2	0.563506851
Germany	Hydro run-of-the-river	10	scenario1	2	0.560784861
Germany	Hydro run-of-the-river	11	scenario1	2	0.560434368
Germany	Hydro run-of-the-river	12	scenario1	2	0.558230271
Germany	Hydro run-of-the-river	13	scenario1	2	0.546803493
Germany	Hydro run-of-the-river	14	scenario1	2	0.542124146
Germany	Hydro run-of-the-river	15	scenario1	2	0.542612395
Germany	Hydro run-of-the-river	16	scenario1	2	0.542431046
Germany	Hydro run-of-the-river	17	scenario1	2	0.541542606
Germany	Hydro run-of-the-river	18	scenario1	2	0.539855531
Germany	Hydro run-of-the-river	19	scenario1	2	0.537304428
Germany	Hydro run-of-the-river	20	scenario1	2	0.536502304
Germany	Hydro run-of-the-river	21	scenario1	2	0.539238244
Germany	Hydro run-of-the-river	22	scenario1	2	0.538093474
Germany	Hydro run-of-the-river	23	scenario1	2	0.536036723
Germany	Hydro run-of-the-river	24	scenario1	2	0.536586004
Denmark	Hydro run-of-the-river	1	scenario1	2	0.434
Denmark	Hydro run-of-the-river	2	scenario1	2	0.432
Denmark	Hydro run-of-the-river	3	scenario1	2	0.43
Denmark	Hydro run-of-the-river	4	scenario1	2	0.43
Denmark	Hydro run-of-the-river	5	scenario1	2	0.432
Denmark	Hydro run-of-the-river	6	scenario1	2	0.43
Denmark	Hydro run-of-the-river	7	scenario1	2	0.43
Denmark	Hydro run-of-the-river	8	scenario1	2	0.43
Denmark	Hydro run-of-the-river	9	scenario1	2	0.43
Denmark	Hydro run-of-the-river	10	scenario1	2	0.43
Denmark	Hydro run-of-the-river	11	scenario1	2	0.432
Denmark	Hydro run-of-the-river	12	scenario1	2	0.43
Denmark	Hydro run-of-the-river	13	scenario1	2	0.402
Denmark	Hydro run-of-the-river	14	scenario1	2	0.43
Denmark	Hydro run-of-the-river	15	scenario1	2	0.43
Denmark	Hydro run-of-the-river	16	scenario1	2	0.43
Denmark	Hydro run-of-the-river	17	scenario1	2	0.43
Denmark	Hydro run-of-the-river	18	scenario1	2	0.43
Denmark	Hydro run-of-the-river	19	scenario1	2	0.432
Denmark	Hydro run-of-the-river	20	scenario1	2	0.432
Denmark	Hydro run-of-the-river	21	scenario1	2	0.432
Denmark	Hydro run-of-the-river	22	scenario1	2	0.436
Denmark	Hydro run-of-the-river	23	scenario1	2	0.432
Denmark	Hydro run-of-the-river	24	scenario1	2	0.434
France	Hydro run-of-the-river	1	scenario1	2	0.660962699
France	Hydro run-of-the-river	2	scenario1	2	0.658746768
France	Hydro run-of-the-river	3	scenario1	2	0.629201034
France	Hydro run-of-the-river	4	scenario1	2	0.576018712
France	Hydro run-of-the-river	5	scenario1	2	0.532931183
France	Hydro run-of-the-river	6	scenario1	2	0.522959498
France	Hydro run-of-the-river	7	scenario1	2	0.513603349
France	Hydro run-of-the-river	8	scenario1	2	0.509787024
France	Hydro run-of-the-river	9	scenario1	2	0.522343962
France	Hydro run-of-the-river	10	scenario1	2	0.582297181
France	Hydro run-of-the-river	11	scenario1	2	0.631416964
France	Hydro run-of-the-river	12	scenario1	2	0.651237228
France	Hydro run-of-the-river	13	scenario1	2	0.635356395
France	Hydro run-of-the-river	14	scenario1	2	0.638803398
France	Hydro run-of-the-river	15	scenario1	2	0.625261603
France	Hydro run-of-the-river	16	scenario1	2	0.617628955
France	Hydro run-of-the-river	17	scenario1	2	0.586482827
France	Hydro run-of-the-river	18	scenario1	2	0.556567771
France	Hydro run-of-the-river	19	scenario1	2	0.539332759
France	Hydro run-of-the-river	20	scenario1	2	0.538347901
France	Hydro run-of-the-river	21	scenario1	2	0.591899545
France	Hydro run-of-the-river	22	scenario1	2	0.656530838
France	Hydro run-of-the-river	23	scenario1	2	0.718084452
France	Hydro run-of-the-river	24	scenario1	2	0.696910009
Germany	Solar	25	scenario1	2	0.551
Germany	Solar	26	scenario1	2	0.475
Germany	Solar	27	scenario1	2	0.369
Germany	Solar	28	scenario1	2	0.25
Germany	Solar	29	scenario1	2	0.14
Germany	Solar	30	scenario1	2	0.051
Germany	Solar	31	scenario1	2	0.003
Germany	Solar	32	scenario1	2	0.0
Germany	Solar	33	scenario1	2	0.0
Germany	Solar	34	scenario1	2	0.0
Germany	Solar	35	scenario1	2	0.0
Germany	Solar	36	scenario1	2	0.0
Germany	Solar	37	scenario1	2	0.0
Germany	Solar	38	scenario1	2	0.0
Germany	Solar	39	scenario1	2	0.0
Germany	Solar	40	scenario1	2	0.0
Germany	Solar	41	scenario1	2	0.014
Germany	Solar	42	scenario1	2	0.078
Germany	Solar	43	scenario1	2	0.184
Germany	Solar	44	scenario1	2	0.309
Germany	Solar	45	scenario1	2	0.413
Germany	Solar	46	scenario1	2	0.505
Germany	Solar	47	scenario1	2	0.569
Germany	Solar	48	scenario1	2	0.59
Denmark	Solar	25	scenario1	2	0.589
Denmark	Solar	26	scenario1	2	0.49
Denmark	Solar	27	scenario1	2	0.381
Denmark	Solar	28	scenario1	2	0.254
Denmark	Solar	29	scenario1	2	0.164
Denmark	Solar	30	scenario1	2	0.071
Denmark	Solar	31	scenario1	2	0.01
Denmark	Solar	32	scenario1	2	0.0
Denmark	Solar	33	scenario1	2	0.0
Denmark	Solar	34	scenario1	2	0.0
Denmark	Solar	35	scenario1	2	0.0
Denmark	Solar	36	scenario1	2	0.0
Denmark	Solar	37	scenario1	2	0.0
Denmark	Solar	38	scenario1	2	0.0
Denmark	Solar	39	scenario1	2	0.0
Denmark	Solar	40	scenario1	2	0.0
Denmark	Solar	41	scenario1	2	0.023
Denmark	Solar	42	scenario1	2	0.08
Denmark	Solar	43	scenario1	2	0.192
Denmark	Solar	44	scenario1	2	0.361
Denmark	Solar	45	scenario1	2	0.531
Denmark	Solar	46	scenario1	2	0.648
Denmark	Solar	47	scenario1	2	0.686
Denmark	Solar	48	scenario1	2	0.676
France	Solar	25	scenario1	2	0.549
France	Solar	26	scenario1	2	0.496
France	Solar	27	scenario1	2	0.414
France	Solar	28	scenario1	2	0.308
France	Solar	29	scenario1	2	0.198
France	Solar	30	scenario1	2	0.095
France	Solar	31	scenario1	2	0.018
France	Solar	32	scenario1	2	0.0
France	Solar	33	scenario1	2	0.0
France	Solar	34	scenario1	2	0.0
France	Solar	35	scenario1	2	0.0
France	Solar	36	scenario1	2	0.0
France	Solar	37	scenario1	2	0.0
France	Solar	38	scenario1	2	0.0
France	Solar	39	scenario1	2	0.0
France	Solar	40	scenario1	2	0.0
France	Solar	41	scenario1	2	0.0
France	Solar	42	scenario1	2	0.029
France	Solar	43	scenario1	2	0.109
France	Solar	44	scenario1	2	0.238
France	Solar	45	scenario1	2	0.375
France	Solar	46	scenario1	2	0.487
France	Solar	47	scenario1	2	0.552
France	Solar	48	scenario1	2	0.569
Germany	Wind onshore	25	scenario1	2	0.1039
Germany	Wind onshore	26	scenario1	2	0.0949
Germany	Wind onshore	27	scenario1	2	0.0885
Germany	Wind onshore	28	scenario1	2	0.0875
Germany	Wind onshore	29	scenario1	2	0.0787
Germany	Wind onshore	30	scenario1	2	0.0789
Germany	Wind onshore	31	scenario1	2	0.1129
Germany	Wind onshore	32	scenario1	2	0.1428
Germany	Wind onshore	33	scenario1	2	0.1495
Germany	Wind onshore	34	scenario1	2	0.1417
Germany	Wind onshore	35	scenario1	2	0.123
Germany	Wind onshore	36	scenario1	2	0.1037
Germany	Wind onshore	37	scenario1	2	0.0915
Germany	Wind onshore	38	scenario1	2	0.0919
Germany	Wind onshore	39	scenario1	2	0.1053
Germany	Wind onshore	40	scenario1	2	0.1225
Germany	Wind onshore	41	scenario1	2	0.1231
Germany	Wind onshore	42	scenario1	2	0.0864
Germany	Wind onshore	43	scenario1	2	0.1004
Germany	Wind onshore	44	scenario1	2	0.133
Germany	Wind onshore	45	scenario1	2	0.1305
Germany	Wind onshore	46	scenario1	2	0.1182
Germany	Wind onshore	47	scenario1	2	0.1117
Germany	Wind onshore	48	scenario1	2	0.1108
Denmark	Wind onshore	25	scenario1	2	0.3724
Denmark	Wind onshore	26	scenario1	2	0.3344
Denmark	Wind onshore	27	scenario1	2	0.2965
Denmark	Wind onshore	28	scenario1	2	0.2486
Denmark	Wind onshore	29	scenario1	2	0.1853
Denmark	Wind onshore	30	scenario1	2	0.1866
Denmark	Wind onshore	31	scenario1	2	0.2495
Denmark	Wind onshore	32	scenario1	2	0.3328
Denmark	Wind onshore	33	scenario1	2	0.3905
Denmark	Wind onshore	34	scenario1	2	0.4249
Denmark	Wind onshore	35	scenario1	2	0.4195
Denmark	Wind onshore	36	scenario1	2	0.3766
Denmark	Wind onshore	37	scenario1	2	0.3311
Denmark	Wind onshore	38	scenario1	2	0.2818
Denmark	Wind onshore	39	scenario1	2	0.2343
Denmark	Wind onshore	40	scenario1	2	0.1885
Denmark	Wind onshore	41	scenario1	2	0.1623
Denmark	Wind onshore	42	scenario1	2	0.1687
Denmark	Wind onshore	43	scenario1	2	0.2001
Denmark	Wind onshore	44	scenario1	2	0.2167
Denmark	Wind onshore	45	scenario1	2	0.2434
Denmark	Wind onshore	46	scenario1	2	0.281
Denmark	Wind onshore	47	scenario1	2	0.3062
Denmark	Wind onshore	48	scenario1	2	0.3191
France	Wind onshore	25	scenario1	2	0.3464
France	Wind onshore	26	scenario1	2	0.3389
France	Wind onshore	27	scenario1	2	0.3223
France	Wind onshore	28	scenario1	2	0.3031
France	Wind onshore	29	scenario1	2	0.2751
France	Wind onshore	30	scenario1	2	0.2319
France	Wind onshore	31	scenario1	2	0.2131
France	Wind onshore	32	scenario1	2	0.2214
France	Wind onshore	33	scenario1	2	0.2263
France	Wind onshore	34	scenario1	2	0.2234
France	Wind onshore	35	scenario1	2	0.2143
France	Wind onshore	36	scenario1	2	0.2065
France	Wind onshore	37	scenario1	2	0.2006
France	Wind onshore	38	scenario1	2	0.195
France	Wind onshore	39	scenario1	2	0.1897
France	Wind onshore	40	scenario1	2	0.1848
France	Wind onshore	41	scenario1	2	0.1787
France	Wind onshore	42	scenario1	2	0.1551
France	Wind onshore	43	scenario1	2	0.1493
France	Wind onshore	44	scenario1	2	0.1884
France	Wind onshore	45	scenario1	2	0.2172
France	Wind onshore	46	scenario1	2	0.2164
France	Wind onshore	47	scenario1	2	0.2067
France	Wind onshore	48	scenario1	2	0.2059
Germany	Wind offshore	25	scenario1	2	0.4152
Germany	Wind offshore	26	scenario1	2	0.3946
Germany	Wind offshore	27	scenario1	2	0.3495
Germany	Wind offshore	28	scenario1	2	0.3344
Germany	Wind offshore	29	scenario1	2	0.372
Germany	Wind offshore	30	scenario1	2	0.4138
Germany	Wind offshore	31	scenario1	2	0.4603
Germany	Wind offshore	32	scenario1	2	0.5193
Germany	Wind offshore	33	scenario1	2	0.5504
Germany	Wind offshore	34	scenario1	2	0.509
Germany	Wind offshore	35	scenario1	2	0.4484
Germany	Wind offshore	36	scenario1	2	0.3771
Germany	Wind offshore	37	scenario1	2	0.315
Germany	Wind offshore	38	scenario1	2	0.2576
Germany	Wind offshore	39	scenario1	2	0.2421
Germany	Wind offshore	40	scenario1	2	0.229
Germany	Wind offshore	41	scenario1	2	0.1871
Germany	Wind offshore	42	scenario1	2	0.1327
Germany	Wind offshore	43	scenario1	2	0.0936
Germany	Wind offshore	44	scenario1	2	0.0875
Germany	Wind offshore	45	scenario1	2	0.1102
Germany	Wind offshore	46	scenario1	2	0.1455
Germany	Wind offshore	47	scenario1	2	0.1731
Germany	Wind offshore	48	scenario1	2	0.1797
Denmark	Wind offshore	25	scenario1	2	0.3549
Denmark	Wind offshore	26	scenario1	2	0.3322
Denmark	Wind offshore	27	scenario1	2	0.3166
Denmark	Wind offshore	28	scenario1	2	0.3179
Denmark	Wind offshore	29	scenario1	2	0.3152
Denmark	Wind offshore	30	scenario1	2	0.3636
Denmark	Wind offshore	31	scenario1	2	0.4464
Denmark	Wind offshore	32	scenario1	2	0.498
Denmark	Wind offshore	33	scenario1	2	0.5163
Denmark	Wind offshore	34	scenario1	2	0.5056
Denmark	Wind offshore	35	scenario1	2	0.4587
Denmark	Wind offshore	36	scenario1	2	0.4089
Denmark	Wind offshore	37	scenario1	2	0.353
Denmark	Wind offshore	38	scenario1	2	0.3094
Denmark	Wind offshore	39	scenario1	2	0.2946
Denmark	Wind offshore	40	scenario1	2	0.2837
Denmark	Wind offshore	41	scenario1	2	0.2651
Denmark	Wind offshore	42	scenario1	2	0.2092
Denmark	Wind offshore	43	scenario1	2	0.1891
Denmark	Wind offshore	44	scenario1	2	0.2151
Denmark	Wind offshore	45	scenario1	2	0.2813
Denmark	Wind offshore	46	scenario1	2	0.3563
Denmark	Wind offshore	47	scenario1	2	0.4018
Denmark	Wind offshore	48	scenario1	2	0.414
France	Wind offshore	25	scenario1	2	0.9033
France	Wind offshore	26	scenario1	2	0.8732
France	Wind offshore	27	scenario1	2	0.8084
France	Wind offshore	28	scenario1	2	0.6129
France	Wind offshore	29	scenario1	2	0.2098
France	Wind offshore	30	scenario1	2	0.0662
France	Wind offshore	31	scenario1	2	0.2751
France	Wind offshore	32	scenario1	2	0.6921
France	Wind offshore	33	scenario1	2	0.7647
France	Wind offshore	34	scenario1	2	0.6862
France	Wind offshore	35	scenario1	2	0.5872
France	Wind offshore	36	scenario1	2	0.5844
France	Wind offshore	37	scenario1	2	0.5954
France	Wind offshore	38	scenario1	2	0.5479
France	Wind offshore	39	scenario1	2	0.5494
France	Wind offshore	40	scenario1	2	0.5149
France	Wind offshore	41	scenario1	2	0.4361
France	Wind offshore	42	scenario1	2	0.3472
France	Wind offshore	43	scenario1	2	0.2491
France	Wind offshore	44	scenario1	2	0.2945
France	Wind offshore	45	scenario1	2	0.3024
France	Wind offshore	46	scenario1	2	0.2491
France	Wind offshore	47	scenario1	2	0.2021
France	Wind offshore	48	scenario1	2	0.1978
Germany	Hydro run-of-the-river	25	scenario1	2	0.75620142
Germany	Hydro run-of-the-river	26	scenario1	2	0.754989516
Germany	Hydro run-of-the-river	27	scenario1	2	0.750760056
Germany	Hydro run-of-the-river	28	scenario1	2	0.748032835
Germany	Hydro run-of-the-river	29	scenario1	2	0.74622544
Germany	Hydro run-of-the-river	30	scenario1	2	0.74442938
Germany	Hydro run-of-the-river	31	scenario1	2	0.74318696
Germany	Hydro run-of-the-river	32	scenario1	2	0.743247991
Germany	Hydro run-of-the-river	33	scenario1	2	0.743957697
Germany	Hydro run-of-the-river	34	scenario1	2	0.744789464
Germany	Hydro run-of-the-river	35	scenario1	2	0.745915925
Germany	Hydro run-of-the-river	36	scenario1	2	0.744309062
Germany	Hydro run-of-the-river	37	scenario1	2	0.747005767
Germany	Hydro run-of-the-river	38	scenario1	2	0.745847047
Germany	Hydro run-of-the-river	39	scenario1	2	0.744317781
Germany	Hydro run-of-the-river	40	scenario1	2	0.744605499
Germany	Hydro run-of-the-river	41	scenario1	2	0.740100527
Germany	Hydro run-of-the-river	42	scenario1	2	0.737414284
Germany	Hydro run-of-the-river	43	scenario1	2	0.735474365
Germany	Hydro run-of-the-river	44	scenario1	2	0.735958255
Germany	Hydro run-of-the-river	45	scenario1	2	0.737986233
Germany	Hydro run-of-the-river	46	scenario1	2	0.730964162
Germany	Hydro run-of-the-river	47	scenario1	2	0.737423003
Germany	Hydro run-of-the-river	48	scenario1	2	0.744223618
Denmark	Hydro run-of-the-river	25	scenario1	2	0.0
Denmark	Hydro run-of-the-river	26	scenario1	2	0.0
Denmark	Hydro run-of-the-river	27	scenario1	2	0.0
Denmark	Hydro run-of-the-river	28	scenario1	2	0.0
Denmark	Hydro run-of-the-river	29	scenario1	2	0.0
Denmark	Hydro run-of-the-river	30	scenario1	2	0.0
Denmark	Hydro run-of-the-river	31	scenario1	2	0.0
Denmark	Hydro run-of-the-river	32	scenario1	2	0.0
Denmark	Hydro run-of-the-river	33	scenario1	2	0.0
Denmark	Hydro run-of-the-river	34	scenario1	2	0.0
Denmark	Hydro run-of-the-river	35	scenario1	2	0.0
Denmark	Hydro run-of-the-river	36	scenario1	2	0.0
Denmark	Hydro run-of-the-river	37	scenario1	2	0.0
Denmark	Hydro run-of-the-river	38	scenario1	2	0.0
Denmark	Hydro run-of-the-river	39	scenario1	2	0.0
Denmark	Hydro run-of-the-river	40	scenario1	2	0.0
Denmark	Hydro run-of-the-river	41	scenario1	2	0.0
Denmark	Hydro run-of-the-river	42	scenario1	2	0.0
Denmark	Hydro run-of-the-river	43	scenario1	2	0.0
Denmark	Hydro run-of-the-river	44	scenario1	2	0.0
Denmark	Hydro run-of-the-river	45	scenario1	2	0.0
Denmark	Hydro run-of-the-river	46	scenario1	2	0.0
Denmark	Hydro run-of-the-river	47	scenario1	2	0.0
Denmark	Hydro run-of-the-river	48	scenario1	2	0.0
France	Hydro run-of-the-river	25	scenario1	2	0.752800689
France	Hydro run-of-the-river	26	scenario1	2	0.761295088
France	Hydro run-of-the-river	27	scenario1	2	0.767573557
France	Hydro run-of-the-river	28	scenario1	2	0.792195002
France	Hydro run-of-the-river	29	scenario1	2	0.808937585
France	Hydro run-of-the-river	30	scenario1	2	0.856949403
France	Hydro run-of-the-river	31	scenario1	2	0.869137018
France	Hydro run-of-the-river	32	scenario1	2	0.866797981
France	Hydro run-of-the-river	33	scenario1	2	0.868398375
France	Hydro run-of-the-river	34	scenario1	2	0.853994829
France	Hydro run-of-the-river	35	scenario1	2	0.820509664
France	Hydro run-of-the-river	36	scenario1	2	0.77631417
France	Hydro run-of-the-river	37	scenario1	2	0.74923058
France	Hydro run-of-the-river	38	scenario1	2	0.755139727
France	Hydro run-of-the-river	39	scenario1	2	0.76252616
France	Hydro run-of-the-river	40	scenario1	2	0.75009233
France	Hydro run-of-the-river	41	scenario1	2	0.738766466
France	Hydro run-of-the-river	42	scenario1	2	0.731503139
France	Hydro run-of-the-river	43	scenario1	2	0.755755263
France	Hydro run-of-the-river	44	scenario1	2	0.76609627
France	Hydro run-of-the-river	45	scenario1	2	0.756986335
France	Hydro run-of-the-river	46	scenario1	2	0.735811892
France	Hydro run-of-the-river	47	scenario1	2	0.717099594
France	Hydro run-of-the-river	48	scenario1	2	0.682014034
Germany	Solar	49	scenario1	2	0.094
Germany	Solar	50	scenario1	2	0.182
Germany	Solar	51	scenario1	2	0.266
Germany	Solar	52	scenario1	2	0.325
Germany	Solar	53	scenario1	2	0.357
Germany	Solar	54	scenario1	2	0.363
Germany	Solar	55	scenario1	2	0.353
Germany	Solar	56	scenario1	2	0.329
Germany	Solar	57	scenario1	2	0.293
Germany	Solar	58	scenario1	2	0.242
Germany	Solar	59	scenario1	2	0.19
Germany	Solar	60	scenario1	2	0.131
Germany	Solar	61	scenario1	2	0.067
Germany	Solar	62	scenario1	2	0.017
Germany	Solar	63	scenario1	2	0.0
Germany	Solar	64	scenario1	2	0.0
Germany	Solar	65	scenario1	2	0.0
Germany	Solar	66	scenario1	2	0.0
Germany	Solar	67	scenario1	2	0.0
Germany	Solar	68	scenario1	2	0.0
Germany	Solar	69	scenario1	2	0.0
Germany	Solar	70	scenario1	2	0.0
Germany	Solar	71	scenario1	2	0.003
Germany	Solar	72	scenario1	2	0.055
Denmark	Solar	49	scenario1	2	0.11
Denmark	Solar	50	scenario1	2	0.209
Denmark	Solar	51	scenario1	2	0.317
Denmark	Solar	52	scenario1	2	0.411
Denmark	Solar	53	scenario1	2	0.475
Denmark	Solar	54	scenario1	2	0.469
Denmark	Solar	55	scenario1	2	0.451
Denmark	Solar	56	scenario1	2	0.387
Denmark	Solar	57	scenario1	2	0.292
Denmark	Solar	58	scenario1	2	0.198
Denmark	Solar	59	scenario1	2	0.12
Denmark	Solar	60	scenario1	2	0.059
Denmark	Solar	61	scenario1	2	0.024
Denmark	Solar	62	scenario1	2	0.006
Denmark	Solar	63	scenario1	2	0.0
Denmark	Solar	64	scenario1	2	0.0
Denmark	Solar	65	scenario1	2	0.0
Denmark	Solar	66	scenario1	2	0.0
Denmark	Solar	67	scenario1	2	0.0
Denmark	Solar	68	scenario1	2	0.0
Denmark	Solar	69	scenario1	2	0.0
Denmark	Solar	70	scenario1	2	0.0
Denmark	Solar	71	scenario1	2	0.005
Denmark	Solar	72	scenario1	2	0.051
France	Solar	49	scenario1	2	0.055
France	Solar	50	scenario1	2	0.152
France	Solar	51	scenario1	2	0.276
France	Solar	52	scenario1	2	0.398
France	Solar	53	scenario1	2	0.504
France	Solar	54	scenario1	2	0.567
France	Solar	55	scenario1	2	0.583
France	Solar	56	scenario1	2	0.573
France	Solar	57	scenario1	2	0.529
France	Solar	58	scenario1	2	0.455
France	Solar	59	scenario1	2	0.352
France	Solar	60	scenario1	2	0.241
France	Solar	61	scenario1	2	0.128
France	Solar	62	scenario1	2	0.042
France	Solar	63	scenario1	2	0.0
France	Solar	64	scenario1	2	0.0
France	Solar	65	scenario1	2	0.0
France	Solar	66	scenario1	2	0.0
